,Country,Year,Total GHG Emissions Including Land-Use Change and Forestry (MtCO_e_),GDP-USD (Million US$ (2005)),Population (People),GHG per Capita,GDP per Capita
2670,Cote d'Ivoire,2004.0,15.19,16873,17144325.0,0.89,984.17
2671,Croatia,2004.0,16.94,43601,4439000.0,3.82,9822.26
2672,Cuba,2004.0,16.43,38349,11273363.0,1.46,3401.74
2673,Cyprus,2004.0,8.37,16358,1015820.0,8.24,16103.25
2674,Czech Republic,2004.0,130.65,127760,10197101.0,12.81,12529.05
2675,Denmark,2004.0,60.1,258265,5404523.0,11.12,47786.83
2676,Djibouti,2004.0,1.16,687,765776.0,1.52,897.13
2677,Dominica,2004.0,0.2,371,70325.0,2.86,5275.51
2678,Dominican Republic,2004.0,26.15,31090,9207389.0,2.84,3376.64
2679,Ecuador,2004.0,126.07,39421,13529091.0,9.32,2913.80
2680,Egypt,2004.0,210.13,85847,70591288.0,2.98,1216.11
2681,El Salvador,2004.0,13.2,16506,6050297.0,2.18,2728.13
2682,Equatorial Guinea,2004.0,24.06,7039,585983.0,41.05,12012.29
2683,Eritrea,2004.0,7.07,1071,4665522.0,1.52,229.56
2684,Estonia,2004.0,27.69,12792,1362550.0,20.32,9388.28
2685,Ethiopia,2004.0,113.03,11090,74066147.0,1.53,149.73
2686,European Union (15),2004.0,3815.58,13161063,386382563.0,9.88,34062.26
2687,European Union (28),2004.0,4663.99,13980270,489891068.0,9.52,28537.51
2688,Fiji,2004.0,1.69,2986,818995.0,2.07,3645.93
2689,Finland,2004.0,66.65,198902,5228172.0,12.75,38044.27
2690,France,2004.0,436.58,2168756,62702121.0,6.96,34588.24
2691,Gabon,2004.0,6.2,8412,1347125.0,4.60,6244.41
2692,"Gambia, The",2004.0,5.5,630,1391934.0,3.95,452.61
2693,Georgia,2004.0,8.03,5850,4318300.0,1.86,1354.70
2694,Germany,2004.0,905.71,2837510,82516260.0,10.98,34387.28
2695,Ghana,2004.0,50.23,10134,20835514.0,2.41,486.38
2696,Greece,2004.0,119.6,245479,11055729.0,10.82,22203.78
2697,Grenada,2004.0,2.17,614,102655.0,21.11,5981.20
2698,Guatemala,2004.0,36.82,26352,12367800.0,2.98,2130.69
2699,Guinea,2004.0,25.25,2852,9379621.0,2.69,304.06
2700,Guinea-Bissau,2004.0,2.94,563,1390791.0,2.12,404.81
2701,Guyana,2004.0,7.06,841,756939.0,9.33,1111.05
2702,Haiti,2004.0,7.47,4081,9129933.0,0.82,446.99
2703,Honduras,2004.0,46.42,9120,6762426.0,6.86,1348.63
2704,Hungary,2004.0,78.91,107319,10107146.0,7.81,10618.13
2705,Iceland,2004.0,3.05,15847,292074.0,10.44,54256.80
2706,India,2004.0,1823.31,763340,1110626108.0,1.64,687.31
2707,Indonesia,2004.0,1600.83,270472,221293797.0,7.23,1222.23
2708,Iran,2004.0,541.52,183530,69342126.0,7.81,2646.73
2709,Iraq,2004.0,164.91,47849,26673536.0,6.18,1793.88
2710,Ireland,2004.0,68.5,199063,4070262.0,16.83,48906.68
2711,Israel,2004.0,76.8,135340,6809000.0,11.28,19876.63
2712,Italy,2004.0,532.29,1836032,57685327.0,9.23,31828.41
2713,Jamaica,2004.0,13.12,10151,2634145.0,4.98,3853.62
2714,Japan,2004.0,1231.2,4513074,127761000.0,9.64,35324.35
2715,Jordan,2004.0,22.88,11639,5290000.0,4.32,2200.19
2716,Kazakhstan,2004.0,198.85,52073,15012985.0,13.24,3468.53
2717,Kenya,2004.0,50.32,17693,34834606.0,1.44,507.91
2718,Kiribati,2004.0,0.06,106,88936.0,0.71,1191.87
2719,"Korea, Dem. Rep. (North)",2004.0,109.86,11168,23639303.0,4.65,472.43
2720,"Korea, Rep. (South)",2004.0,528.77,864225,48039415.0,11.01,17989.92
2721,Kuwait,2004.0,167.53,73402,2196466.0,76.27,33418.23
2722,Kyrgyzstan,2004.0,7.64,2464,5104700.0,1.50,482.69
2723,Laos,2004.0,33.02,2554,5699112.0,5.79,448.14
2724,Latvia,2004.0,9.92,14504,2263122.0,4.38,6408.85
2725,Lebanon,2004.0,20.04,20727,3853582.0,5.20,5378.63
2726,Lesotho,2004.0,1.91,1332,1912022.0,1.00,696.64
2727,Liberia,2004.0,16.44,495,3184643.0,5.16,155.43
2728,Libya,2004.0,117.58,40036,5507000.0,21.35,7270.02
2729,Lithuania,2004.0,24.42,24197,3377075.0,7.23,7165.08
2730,Luxembourg,2004.0,12.43,35557,458095.0,27.14,77619.27
2731,"Macedonia, FYR",2004.0,13.08,5736,2085728.0,6.27,2750.12
2732,Madagascar,2004.0,45.67,4818,17763367.0,2.57,271.23
2733,Malawi,2004.0,13.48,2679,12569091.0,1.07,213.14
2734,Malaysia,2004.0,411.74,136267,25365089.0,16.23,5372.23
2735,Maldives,2004.0,0.85,1087,292505.0,2.90,3716.18
2736,Mali,2004.0,31.57,5001,11572936.0,2.73,432.13
2737,Malta,2004.0,3.01,5769,401268.0,7.50,14376.93
2738,Mauritania,2004.0,10.18,1762,3055425.0,3.33,576.68
2739,Mauritius,2004.0,4.46,6207,1221003.0,3.66,5083.53
2740,Mexico,2004.0,652.22,840847,109381550.0,5.96,7687.28
2741,Moldova,2004.0,11.07,2780,3603945.0,3.07,771.38
2742,Mongolia,2004.0,47.03,2353,2496248.0,18.84,942.61
2743,Montenegro,2004.0,3.99,2166,614670.0,6.49,3523.84
2744,Morocco,2004.0,51.16,57802,29855820.0,1.71,1936.04
2745,Mozambique,2004.0,58.34,6054,20438827.0,2.85,296.20
2746,Myanmar,2004.0,173.04,11752,49875169.0,3.47,235.63
2747,Namibia,2004.0,17.29,7082,2003320.0,8.63,3535.13
2748,Nauru,2004.0,0.09,32,9902.0,8.61,3231.67
2749,Nepal,2004.0,60.43,7857,24921910.0,2.42,315.26
2750,Netherlands,2004.0,224.71,657546,16281779.0,13.80,40385.39
2751,New Zealand,2004.0,58.73,110232,4087500.0,14.37,26968.07
2752,Nicaragua,2004.0,41.68,6063,5386299.0,7.74,1125.63
2753,Niger,2004.0,21.33,3259,12708897.0,1.68,256.43
2754,Nigeria,2004.0,453.44,108510,135999250.0,3.33,797.87
2755,Niue,2004.0,0.07,10.12,1701.0,40.33,5949.44
2756,Norway,2004.0,26.49,296387,4591910.0,5.77,64545.47
2757,Oman,2004.0,65.58,30327,2464001.0,26.62,12308.03
2758,Pakistan,2004.0,279.93,101704,155151394.0,1.80,655.51
2759,Palau,2004.0,0.01,205,19805.0,0.39,10350.92
2760,Panama,2004.0,17.33,14427,3303335.0,5.25,4367.40
2761,Papua New Guinea,2004.0,105.15,4579,5948461.0,17.68,769.78
2762,Paraguay,2004.0,101.93,8552,5793330.0,17.59,1476.18
2763,Peru,2004.0,110.45,70531,27403845.0,4.03,2573.76
2764,Philippines,2004.0,138.43,98366,84231329.0,1.64,1167.81
2765,Poland,2004.0,320.89,293984,38182222.0,8.40,7699.50
2766,Portugal,2004.0,81.07,195798,10483861.0,7.73,18676.13
2767,Qatar,2004.0,38.81,41427,720383.0,53.87,57506.91
2768,Romania,2004.0,136.93,95094,21451748.0,6.38,4432.93
2769,Russian Federation,2004.0,2135.82,718207,143821212.0,14.85,4993.75
2770,Rwanda,2004.0,-4.68,2415,9254379.0,-0.51,260.96
2771,Saint Kitts & Nevis,2004.0,0.29,497,48421.0,5.96,10264.14
2772,Saint Lucia,2004.0,0.97,951,163460.0,5.91,5817.94
2773,Saint Vincent & Grenadines,2004.0,0.23,537,108562.0,2.15,4946.48
2774,Samoa,2004.0,0.43,444,178794.0,2.43,2483.30
2775,Sao Tome & Principe,2004.0,0.14,121,150842.0,0.90,802.16
2776,Saudi Arabia,2004.0,335.48,306239,23839231.0,14.07,12846.01
2777,Senegal,2004.0,27.55,8244,10967568.0,2.51,751.67
2778,Serbia,2004.0,52.34,24874,7463157.0,7.01,3332.91
2779,Seychelles,2004.0,0.8,841,82500.0,9.69,10193.94
2780,Sierra Leone,2004.0,10.17,1560,4928175.0,2.06,316.55
2781,Singapore,2004.0,49.02,118540,4166700.0,11.76,28449.37
2782,Slovakia,2004.0,37.64,58830,5372280.0,7.01,10950.66
2783,Slovenia,2004.0,5.56,34946,1997012.0,2.78,17499.14
2784,Solomon Islands,2004.0,2.08,393,457827.0,4.55,858.40
2785,South Africa,2004.0,412.2,244852,46727694.0,8.82,5239.98
2786,Spain,2004.0,416.32,1115709,42921895.0,9.70,25993.94
2787,Sri Lanka,2004.0,42.05,22972,19435000.0,2.16,1181.99
2788,Sudan,2004.0,155.01,24677,30778572.0,5.04,801.76
2789,Suriname,2004.0,5.66,1715,493394.0,11.47,3475.92
2790,Swaziland,2004.0,2.86,2522,1094758.0,2.61,2303.71
2791,Sweden,2004.0,45.46,378379,8993531.0,5.06,42072.35
2792,Switzerland,2004.0,50.83,395526,7389625.0,6.88,53524.50
2793,Syria,2004.0,79.66,27174,17676012.0,4.51,1537.34
2794,Tajikistan,2004.0,6.97,2167,6663929.0,1.05,325.18
2795,Tanzania,2004.0,162.85,13171,37765139.0,4.31,348.76
2796,Thailand,2004.0,314.42,168589,65087400.0,4.83,2590.19
2797,Togo,2004.0,13.17,2090,5397851.0,2.44,387.19
2798,Tonga,2004.0,0.28,259,100319.0,2.83,2581.76
2799,Trinidad & Tobago,2004.0,28.73,15212,1290379.0,22.26,11788.78
2800,Tunisia,2004.0,29.94,31095,9932400.0,3.01,3130.66
2801,Turkey,2004.0,279.18,445547,66845635.0,4.18,6665.31
2802,Turkmenistan,2004.0,82.19,7169,4696876.0,17.50,1526.33
2803,Uganda,2004.0,39.2,8477,27766986.0,1.41,305.29
2804,Ukraine,2004.0,397.08,83877,47451600.0,8.37,1767.63
2805,United Arab Emirates,2004.0,140.97,172254,3658658.0,38.53,47081.20
2806,United Kingdom,2004.0,639.56,2346267,59987905.0,10.66,39112.33
2807,United States,2004.0,6495.93,12669794,292805298.0,22.19,43270.37
2808,Uruguay,2004.0,22.52,16158,3323822.0,6.78,4861.27
2809,Uzbekistan,2004.0,211.41,13372,25864350.0,8.17,517.01
2810,Vanuatu,2004.0,0.54,375,204135.0,2.66,1837.02
2811,Venezuela,2004.0,336.06,131904,26261326.0,12.80,5022.75
2812,Vietnam,2004.0,161.16,53589,81436400.0,1.98,658.05
2814,Yemen,2004.0,26.15,15867,19612696.0,1.33,809.02
2815,Zambia,2004.0,118.89,7770,11174650.0,10.64,695.32
2816,Zimbabwe,2004.0,62.6,6104,12693047.0,4.93,480.89
2817,Afghanistan,2005.0,18.83,6275,24860855.0,0.76,252.40
2818,Albania,2005.0,8.96,8376,3011487.0,2.97,2781.35
2819,Algeria,2005.0,138.04,103199,33960903.0,4.06,3038.76
2820,Angola,2005.0,152.68,28234,16544376.0,9.23,1706.56
2821,Antigua & Barbuda,2005.0,0.78,997,82565.0,9.41,12075.33
2822,Argentina,2005.0,379.69,222908,38647854.0,9.82,5767.67
2823,Armenia,2005.0,7.81,4900,3014917.0,2.59,1625.25
2824,Australia,2005.0,607.64,693339,20394800.0,29.79,33995.87
2825,Austria,2005.0,71.68,314641,8227829.0,8.71,38241.07
2826,Azerbaijan,2005.0,58.91,13245,8391850.0,7.02,1578.32
2827,"Bahamas, The",2005.0,1.18,7706,329088.0,3.59,23416.23
2828,Bahrain,2005.0,26.61,15969,879534.0,30.25,18156.21
2829,Bangladesh,2005.0,156.9,60278,143135180.0,1.10,421.13
2830,Barbados,2005.0,3.31,3892,273568.0,12.09,14226.81
2831,Belarus,2005.0,71.04,30210,9663000.0,7.35,3126.36
2832,Belgium,2005.0,132.86,386945,10478617.0,12.68,36927.11
2833,Belize,2005.0,13.17,1114,271920.0,48.45,4096.79
2834,Benin,2005.0,20.23,4358,8182362.0,2.47,532.61
2835,Bhutan,2005.0,-7.09,819,650417.0,-10.90,1259.19
2836,Bolivia,2005.0,121.77,9549,9354709.0,13.02,1020.77
2837,Bosnia & Herzegovina,2005.0,22.36,10904,3879828.0,5.76,2810.43
2838,Botswana,2005.0,21.92,9931,1875805.0,11.69,5294.26
2839,Brazil,2005.0,2056.99,882186,186142403.0,11.05,4739.31
2840,Brunei,2005.0,18.42,9531,367815.0,50.09,25912.48
2841,Bulgaria,2005.0,47.6,29301,7739900.0,6.15,3785.71
2842,Burkina Faso,2005.0,31.15,5463,13421929.0,2.32,407.02
2843,Burundi,2005.0,6.35,1117,7770392.0,0.82,143.75
2844,Cambodia,2005.0,52.83,6293,13356424.0,3.96,471.16
2845,Cameroon,2005.0,194.89,16588,18137734.0,10.74,914.56
2846,Canada,2005.0,989.37,1164179,32312000.0,30.62,36029.31
2847,Cape Verde,2005.0,0.4,972,478651.0,0.83,2030.71
2848,Central African Republic,2005.0,60.34,1350,3960897.0,15.23,340.83
2849,Chad,2005.0,45.52,6647,10014413.0,4.55,663.74
2850,Chile,2005.0,72.71,124404,16337749.0,4.45,7614.51
2851,China,2005.0,6974.05,2256903,1303720000.0,5.35,1731.13
2852,Colombia,2005.0,188.83,146520,43184026.0,4.37,3392.92
2853,Comoros,2005.0,0.63,380,600733.0,1.05,632.56
2854,"Congo, Dem. Rep.",2005.0,202.19,11964,54028003.0,3.74,221.44
2855,"Congo, Rep.",2005.0,18.39,6087,3542867.0,5.19,1718.10
2856,Cook Islands,2005.0,0.11,183,21388.0,5.02,8556.20
2857,Costa Rica,2005.0,4.07,19965,4320130.0,0.94,4621.39
2858,Cote d'Ivoire,2005.0,17.3,17085,17393994.0,0.99,982.24
2859,Croatia,2005.0,16.97,45416,4442000.0,3.82,10224.22
2860,Cuba,2005.0,16.35,42644,11292078.0,1.45,3776.45
2861,Cyprus,2005.0,8.54,16998,1032586.0,8.27,16461.58
2862,Czech Republic,2005.0,127.71,135990,10211216.0,12.51,13317.71
2863,Denmark,2005.0,56.16,264559,5419432.0,10.36,48816.74
2864,Djibouti,2005.0,1.17,709,776585.0,1.51,912.97
2865,Dominica,2005.0,0.23,370,70542.0,3.30,5245.10
2866,Dominican Republic,2005.0,28.19,33970,9343362.0,3.02,3635.74
2867,Ecuador,2005.0,127.77,41507,13777131.0,9.27,3012.75
2868,Egypt,2005.0,230.93,89686,71777678.0,3.22,1249.50
2869,El Salvador,2005.0,13.64,17094,6072538.0,2.25,2814.97
2870,Equatorial Guinea,2005.0,24.91,8217,603648.0,41.26,13612.24
2871,Eritrea,2005.0,7.06,1098,4854066.0,1.45,226.20
2872,Estonia,2005.0,27.88,14003,1354775.0,20.58,10336.03
2873,Ethiopia,2005.0,115.99,12401,76167240.0,1.52,162.81
2874,European Union (15),2005.0,3779.41,13408336,388612242.0,9.73,34503.12
2875,European Union (28),2005.0,4627.5,14267231,491861356.0,9.41,29006.61
2876,Fiji,2005.0,1.91,3007,822484.0,2.33,3656.00
2877,Finland,2005.0,54.32,204431,5246096.0,10.35,38968.22
2878,France,2005.0,436.99,2203624,63176246.0,6.92,34880.58
2879,Gabon,2005.0,6.37,8666,1379465.0,4.62,6282.15
2880,"Gambia, The",2005.0,5.63,624,1436549.0,3.92,434.37
2881,Georgia,2005.0,8.76,6411,4361400.0,2.01,1469.94
2882,Germany,2005.0,887.09,2857559,82469422.0,10.76,34649.92
2883,Ghana,2005.0,53.58,10732,21384034.0,2.51,501.87
2884,Greece,2005.0,120.69,247666,11092913.0,10.88,22326.51
2885,Grenada,2005.0,2.19,695,102951.0,21.25,6750.78
2886,Guatemala,2005.0,40.57,27211,12678919.0,3.20,2146.16
2887,Guinea,2005.0,25.65,2937,9576331.0,2.68,306.69
2888,Guinea-Bissau,2005.0,2.91,587,1421515.0,2.04,412.94
2889,Guyana,2005.0,7.34,825,760834.0,9.64,1084.34
2890,Haiti,2005.0,7.63,4154,9260879.0,0.82,448.55
2891,Honduras,2005.0,47.64,9672,6898825.0,6.91,1401.98
2892,Hungary,2005.0,78.69,111890,10087065.0,7.80,11092.42
2893,Iceland,2005.0,3.0,16799,296734.0,10.13,56612.99
2894,India,2005.0,1914.46,834215,1127143548.0,1.70,740.11
2895,Indonesia,2005.0,1583.83,285869,224480901.0,7.06,1273.47
2896,Iran,2005.0,575.54,192015,70152384.0,8.20,2737.11
2897,Iraq,2005.0,174.46,49955,27377045.0,6.37,1824.70
2898,Ireland,2005.0,69.71,210358,4159914.0,16.76,50567.87
2899,Israel,2005.0,75.9,141213,6930100.0,10.95,20376.76
2900,Italy,2005.0,530.33,1853466,57969484.0,9.15,31973.13
2901,Jamaica,2005.0,13.16,11076,2643601.0,4.98,4189.74
2902,Japan,2005.0,1237.4,4571867,127773000.0,9.68,35781.17
2903,Jordan,2005.0,24.39,12589,5411000.0,4.51,2326.56
2904,Kazakhstan,2005.0,213.27,57124,15147029.0,14.08,3771.30
2905,Kenya,2005.0,51.5,18738,35785718.0,1.44,523.62
2906,Kiribati,2005.0,0.08,106,90468.0,0.91,1171.69
2907,"Korea, Dem. Rep. (North)",2005.0,113.5,13031,23813333.0,4.77,547.21
2908,"Korea, Rep. (South)",2005.0,527.95,898134,48138077.0,10.97,18657.45
2909,Kuwait,2005.0,179.36,80798,2296314.0,78.11,35185.95
2910,Kyrgyzstan,2005.0,7.51,2460,5162600.0,1.45,476.50
2911,Laos,2005.0,31.22,2736,5790646.0,5.39,472.49
2912,Latvia,2005.0,10.06,16042,2238799.0,4.49,7165.45
2913,Lebanon,2005.0,19.34,21288,3986865.0,4.85,5339.53
2914,Lesotho,2005.0,2.16,1368,1925844.0,1.12,710.34
2915,Liberia,2005.0,16.61,542,3269786.0,5.08,165.76
2916,Libya,2005.0,123.41,44000,5594450.0,22.06,7864.94
2917,Lithuania,2005.0,25.15,26085,3322528.0,7.57,7850.95
2918,Luxembourg,2005.0,12.65,37024,465158.0,27.20,79594.46
2919,"Macedonia, FYR",2005.0,13.53,5986,2090044.0,6.47,2864.05
2920,Madagascar,2005.0,49.43,5039,18290394.0,2.70,275.50
2921,Malawi,2005.0,13.87,2755,12924746.0,1.07,213.16
2922,Malaysia,2005.0,422.99,143533,25843466.0,16.37,5553.94
2923,Maldives,2005.0,0.77,992,297576.0,2.59,3333.60
2924,Mali,2005.0,31.01,5305,11941258.0,2.60,444.26
2925,Malta,2005.0,3.17,5981,403834.0,7.84,14810.54
2926,Mauritania,2005.0,10.28,1858,3146164.0,3.27,590.56
2927,Mauritius,2005.0,4.67,6284,1228254.0,3.80,5116.21
2928,Mexico,2005.0,685.04,866346,110731826.0,6.19,7823.82
2929,Moldova,2005.0,11.33,2988,3595187.0,3.15,831.11
2930,Mongolia,2005.0,47.81,2523,2526502.0,18.92,998.61
2931,Montenegro,2005.0,3.96,2257,615820.0,6.43,3665.03
2932,Morocco,2005.0,54.7,59524,30125445.0,1.82,1975.87
2933,Mozambique,2005.0,60.66,6579,21010376.0,2.89,313.13
2934,Myanmar,2005.0,169.04,13184,50181020.0,3.37,262.73
2935,Namibia,2005.0,18.11,7261,2027026.0,8.93,3582.10
2936,Nauru,2005.0,0.09,29,9889.0,9.38,2932.55
2937,Nepal,2005.0,60.94,8130,25292058.0,2.41,321.44
2938,Netherlands,2005.0,218.84,672357,16319868.0,13.41,41198.68
2939,New Zealand,2005.0,59.34,113791,4133900.0,14.35,27526.31
2940,Nicaragua,2005.0,42.21,6323,5455219.0,7.74,1159.07
2941,Niger,2005.0,22.0,3405,13183798.0,1.67,258.27
2942,Nigeria,2005.0,471.57,112248,139585891.0,3.38,804.15
2943,Niue,2005.0,0.07,10.18,1687.0,41.49,6034.38
2944,Norway,2005.0,24.84,304060,4623291.0,5.37,65767.00
2945,Oman,2005.0,66.13,31082,2522325.0,26.22,12322.76
2946,Pakistan,2005.0,288.42,109502,157971415.0,1.83,693.18
2947,Palau,2005.0,0.11,206,19907.0,5.46,10348.12
2948,Panama,2005.0,18.93,15465,3365929.0,5.62,4594.57
2949,Papua New Guinea,2005.0,99.04,4869,6095959.0,16.25,798.73
2950,Paraguay,2005.0,103.13,8735,5904170.0,17.47,1479.46
2951,Peru,2005.0,112.34,74964,27723281.0,4.05,2704.01
2952,Philippines,2005.0,140.21,103066,85821214.0,1.63,1200.94
2953,Poland,2005.0,321.03,304412,38165445.0,8.41,7976.12
2954,Portugal,2005.0,84.65,197300,10503330.0,8.06,18784.52
2955,Qatar,2005.0,48.25,44530,821159.0,58.76,54228.23
2956,Romania,2005.0,137.03,99173,21319685.0,6.43,4651.71
2957,Russian Federation,2005.0,2163.4,764001,143113885.0,15.12,5338.41
2958,Rwanda,2005.0,-5.15,2581,9429457.0,-0.55,273.72
2959,Saint Kitts & Nevis,2005.0,0.3,543,49139.0,6.05,11050.29
2960,Saint Lucia,2005.0,0.98,935,165407.0,5.93,5652.72
2961,Saint Vincent & Grenadines,2005.0,0.23,551,108749.0,2.15,5066.71
2962,Samoa,2005.0,0.44,463,179928.0,2.46,2573.25
2963,Sao Tome & Principe,2005.0,0.14,123,154615.0,0.90,795.52
2964,Saudi Arabia,2005.0,352.08,328460,24690067.0,14.26,13303.33
2965,Senegal,2005.0,28.35,8707,11270826.0,2.52,772.53
2966,Serbia,2005.0,55.32,26252,7440769.0,7.43,3528.13
2967,Seychelles,2005.0,0.75,917,82900.0,9.07,11061.52
2968,Sierra Leone,2005.0,10.26,1628,5119895.0,2.00,317.98
2969,Singapore,2005.0,47.46,127418,4265800.0,11.13,29869.66
2970,Slovakia,2005.0,38.56,62677,5372807.0,7.18,11665.60
2971,Slovenia,2005.0,5.71,36345,2000474.0,2.85,18168.19
2972,Solomon Islands,2005.0,2.09,414,469306.0,4.46,882.15
2973,South Africa,2005.0,409.71,257773,47349013.0,8.65,5444.11
2974,Spain,2005.0,428.08,1157248,43653155.0,9.81,26510.07
2975,Sri Lanka,2005.0,43.94,24406,19644000.0,2.24,1242.41
2976,Sudan,2005.0,159.59,26525,31585871.0,5.05,839.77
2977,Suriname,2005.0,5.59,1794,499523.0,11.19,3591.43
2978,Swaziland,2005.0,2.85,2584,1104642.0,2.58,2339.22
2979,Sweden,2005.0,42.06,389043,9029572.0,4.66,43085.43
2980,Switzerland,2005.0,51.4,407543,7437115.0,6.91,54798.53
2981,Syria,2005.0,89.49,28859,18167367.0,4.93,1588.51
2982,Tajikistan,2005.0,7.08,2312,6805655.0,1.04,339.72
2983,Tanzania,2005.0,167.93,14142,38824384.0,4.33,364.26
2984,Thailand,2005.0,322.14,176352,65559487.0,4.91,2689.95
2985,Togo,2005.0,14.05,2115,5540214.0,2.54,381.75
2986,Tonga,2005.0,0.29,265,100960.0,2.85,2624.80
2987,Trinidad & Tobago,2005.0,34.77,16089,1296933.0,26.81,12405.42
2988,Tunisia,2005.0,30.9,32283,10029000.0,3.08,3218.97
2989,Turkey,2005.0,290.53,482980,67743052.0,4.29,7129.59
2990,Turkmenistan,2005.0,85.61,8104,4747839.0,18.03,1706.88
2991,Uganda,2005.0,41.58,9014,28724869.0,1.45,313.80
2992,Ukraine,2005.0,389.64,86142,47105150.0,8.27,1828.72
2993,United Arab Emirates,2005.0,145.09,180617,4148883.0,34.97,43533.89
2994,United Kingdom,2005.0,633.3,2412116,60401206.0,10.48,39934.90
2995,United States,2005.0,6480.32,13093700,295516599.0,21.93,44307.83
2996,Uruguay,2005.0,22.65,17363,3325155.0,6.81,5221.71
2997,Uzbekistan,2005.0,206.82,14308,26167000.0,7.90,546.80
2998,Vanuatu,2005.0,0.55,395,209375.0,2.65,1886.57
2999,Venezuela,2005.0,364.1,145513,26725897.0,13.62,5444.64
3000,Vietnam,2005.0,171.5,57633,82392100.0,2.08,699.50
3002,Yemen,2005.0,27.19,16754,20139661.0,1.35,831.89
3003,Zambia,2005.0,128.38,8332,11470022.0,11.19,726.42
3004,Zimbabwe,2005.0,62.74,5755,12710589.0,4.94,452.77
3005,Afghanistan,2006.0,19.56,6624,25631282.0,0.76,258.43
3006,Albania,2006.0,7.65,8795,2992547.0,2.56,2938.97
3007,Algeria,2006.0,144.1,104953,34507214.0,4.18,3041.48
3008,Angola,2006.0,155.79,34088,17122409.0,9.10,1990.84
3009,Antigua & Barbuda,2006.0,0.82,1131,83467.0,9.86,13550.27
3010,Argentina,2006.0,384.45,241551,38988923.0,9.86,6195.38
3011,Armenia,2006.0,7.96,5547,3002911.0,2.65,1847.21
3012,Australia,2006.0,628.5,714074,20697900.0,30.37,34499.83
3013,Austria,2006.0,91.57,325184,8268641.0,11.07,39327.38
3014,Azerbaijan,2006.0,58.38,17815,8484550.0,6.88,2099.70
3015,"Bahamas, The",2006.0,1.83,7900,335622.0,5.44,23538.39
3016,Bahrain,2006.0,28.66,17002,950951.0,30.14,17878.94
3017,Bangladesh,2006.0,161.24,64274,144868702.0,1.11,443.67
3018,Barbados,2006.0,3.34,4114,274923.0,12.16,14964.19
3019,Belarus,2006.0,69.16,33231,9604000.0,7.20,3460.12
3020,Belgium,2006.0,130.82,397123,10547958.0,12.40,37649.28
3021,Belize,2006.0,13.21,1165,278985.0,47.37,4175.85
3022,Benin,2006.0,20.71,4522,8443671.0,2.45,535.55
3023,Bhutan,2006.0,-7.72,875,665568.0,-11.60,1314.67
3024,Bolivia,2006.0,128.03,10007,9517395.0,13.45,1051.44
3025,Bosnia & Herzegovina,2006.0,24.13,11580,3875157.0,6.23,2988.27
3026,Botswana,2006.0,21.64,10722,1895944.0,11.41,5655.23
3027,Brazil,2006.0,1632.56,917080,188134315.0,8.68,4874.60
3028,Brunei,2006.0,20.75,9951,374697.0,55.39,26557.46
3029,Bulgaria,2006.0,49.7,31196,7699020.0,6.46,4051.94
3030,Burkina Faso,2006.0,31.28,5804,13822257.0,2.26,419.90
3031,Burundi,2006.0,6.06,1177,8042579.0,0.75,146.35
3032,Cambodia,2006.0,45.96,6971,13555054.0,3.39,514.27
3033,Cameroon,2006.0,193.67,17123,18611937.0,10.41,920.00
3034,Canada,2006.0,852.38,1194702,32570505.0,26.17,36680.49
3035,Cape Verde,2006.0,0.43,1050,481940.0,0.89,2178.69
3036,Central African Republic,2006.0,60.87,1453,4032102.0,15.10,360.36
3037,Chad,2006.0,43.38,6690,10356822.0,4.19,645.95
3038,Chile,2006.0,74.02,129884,16504530.0,4.48,7869.60
3039,China,2006.0,7691.83,2543000,1311020000.0,5.87,1939.71
3040,Colombia,2006.0,189.8,156333,43841370.0,4.33,3565.88
3041,Comoros,2006.0,0.63,390,616526.0,1.02,632.58
3042,"Congo, Dem. Rep.",2006.0,207.3,12601,55590838.0,3.73,226.67
3043,"Congo, Rep.",2006.0,16.7,6467,3646653.0,4.58,1773.41
3044,Cook Islands,2006.0,0.1,196,21388.0,4.89,9164.02
3045,Costa Rica,2006.0,3.94,21718,4392493.0,0.90,4944.34
3046,Cote d'Ivoire,2006.0,31.9,17344,17662417.0,1.81,981.97
3047,Croatia,2006.0,17.71,47590,4440000.0,3.99,10718.47
3048,Cuba,2006.0,31.03,47790,11301100.0,2.75,4228.79
3049,Cyprus,2006.0,8.59,17699,1048314.0,8.20,16883.30
3050,Czech Republic,2006.0,128.8,145342,10238905.0,12.58,14195.07
3051,Denmark,2006.0,71.93,274604,5437272.0,13.23,50504.00
3052,Djibouti,2006.0,1.17,743,787544.0,1.48,943.44
3053,Dominica,2006.0,0.3,388,70690.0,4.19,5488.75
3054,Dominican Republic,2006.0,29.86,37595,9479269.0,3.15,3966.02
3055,Ecuador,2006.0,129.74,43335,14023503.0,9.25,3090.17
3056,Egypt,2006.0,239.86,95824,72990754.0,3.29,1312.82
3057,El Salvador,2006.0,13.94,17763,6096692.0,2.29,2913.55
3058,Equatorial Guinea,2006.0,25.44,7822,621517.0,40.93,12585.34
3059,Eritrea,2006.0,6.82,1088,5035036.0,1.35,216.09
3060,Estonia,2006.0,27.53,15461,1346810.0,20.44,11479.72
3061,Ethiopia,2006.0,119.81,13745,78290649.0,1.53,175.56
3062,European Union (15),2006.0,3842.77,13839326,390725752.0,9.83,35419.54
